Author_ID|Author_name|Comment_number|Sentence_number|Domain_Relevance|Sentiment|Entity|Attribute|Sentence|Source_file|Annotator
Ravi-Nagori-1|Ravi Nagori|432|13|9|0|p|t|Expected Result: If 9 out of 10 can correctly give any identification of better taste of organic food, we have a winner.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|13|9|0|cp|t|Expected Result: If 9 out of 10 can correctly give any identification of better taste of organic food, we have a winner.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|14|9|n|p|q|Else it's just another MYTH.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|15|0|nan|nan|nan|So now the question is have such studies been done?|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|16|0|nan|nan|nan|Not with organic food, but switching labels studies have been done with wine, soda etc extensively.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|17|9|0|p|t|Ref: 'You Are Not So Smart': Why We Can't Tell Good Wine From Bad In short: There is no evidence that organic food tastes better than non-organic ones.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|17|9|0|cp|t|Ref: 'You Are Not So Smart': Why We Can't Tell Good Wine From Bad In short: There is no evidence that organic food tastes better than non-organic ones.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|1|0|nan|nan|nan|It makes much more of a difference how the food was grown.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|2|9|n|p|ll|There are ranches that produce grass-fed beef but don't go through the rigorous requirements to get the organic label.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|3|9|p|p|t|That's going to produce a bigger taste difference from typical supermarket beef than organic beef that's been finished (fattened) on organic corn.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|3|9|n|cp|t|That's going to produce a bigger taste difference from typical supermarket beef than organic beef that's been finished (fattened) on organic corn.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|4|0|nan|nan|nan|Similar deal goes for milk.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|5|9|p|p|c|Almost no milk intended for drinking, organic or otherwise, uses rBGH.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|6|9|0|f|g|So the difference is the use of medication and organic feed.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|7|9|0|f|g|Most organic milk comes from cows primarily eating organic grains.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|8|9|0|p|t|That's going to taste much the same as regular supermarket milk.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|8|9|0|cp|t|That's going to taste much the same as regular supermarket milk.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|9|0|nan|nan|nan|But milk from grass-fed cows, whether organic or not, will taste dramatically different.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|10|0|nan|nan|nan|For vegetables, there isn't even a reason to expect any taste difference.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|11|9|p|p|l|It'll make a much bigger difference buying locally from farmers' markets.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|11|9|p|cp|l|It'll make a much bigger difference buying locally from farmers' markets.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|12|9|n|f|pp|And much of what you get at a farmers' market will be excellent but not organic, because compliance with the organic regime can be prohibitively expensive for a small farmer.|quora.json|kamal
"Jim-Seidman|Jim Seidman|434|13|9|0|g|g|""""""Organic"""" has a very specific definition.""|quora.json|kamal"
Jim-Seidman|Jim Seidman|434|14|9|0|p|l|Some organic products happen to also be locally-grown, grass-fed, etc.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|15|9|0|f|g|But such things are hardly required, and the big organic producers actually run quite similarly to their conventional counterparts.|quora.json|kamal
Jim-Seidman|Jim Seidman|434|15|9|0|cf|g|But such things are hardly required, and the big organic producers actually run quite similarly to their conventional counterparts.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|439|1|0|nan|nan|nan|I usually avoid subjective questions but I will make an exception for this one.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|439|2|9|0|p|ll|It is important to distinguish officially accredited Organic produce, a label that is usually given only after on-site checks by external assessors sent by an official accrediting body which reviewed the brand.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|439|3|9|n|p|ll|Some food products are spuriously labelled, 'organic' which is according to someone's opinion could be just home-grown in a kitchen garden or by someone who does not use pesticides on the actual food itself but use pesticides directly or indirectly in the garden or that their neighbours do.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|439|4|9|p|p|t|Yes, organic produce do taste better.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|439|4|9|n|cp|t|Yes, organic produce do taste better.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|439|5|0|nan|nan|nan|If you want to know why, read my comment below.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|l|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|q|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|440|2|9|n|cf|q|Soil, which has food produced from it on a large scale, is usually depleted of some minerals and vitamins.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|440|3|0|nan|nan|nan|This fact directly affect the taste for me.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|440|4|0|nan|nan|nan|Also, the appearance of food corresponds to the taste for me too, we eat with our eyes mayhaps.|quora.json|kamal
Josephine-Gibbs|Josephine Gibbs|440|5|0|nan|nan|nan|The less perfect it looks, the richer the favour.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|1|0|nan|nan|nan|I agree with Josephine.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|2|9|p|p|l|Locally sourced organically produced food tastes better.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|2|9|p|p|t|Locally sourced organically produced food tastes better.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|3|9|p|p|l|The benefit of small local farms is that you can actually go to the farm and find out whether they use chemicals.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|4|9|0|p|a|Along with seeing how the animals are treated.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|5|9|n|p|ll|Just because something is labeled organic doesn't automatically make it better especially if you choose to buy your food from big box stores like Walmart or the others.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|6|9|0|f|g|They can not buy from small farms because they sell in such mass quantity that they have to buy from large corporate organic farms.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|7|9|0|p|t|So if you are buying from them you won't notice a taste difference.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|7|9|0|cp|t|So if you are buying from them you won't notice a taste difference.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|8|0|nan|nan|nan|Even farmers markets can be deceiving.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|9|0|nan|nan|nan|People assume that every vendor there is a local farmer.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|10|0|nan|nan|nan|In a lot of cases you would be wrong.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|11|9|0|f|p|At our local farmers markets there are vendors who purchase their produce from the same places that the huge supermarkets do and charge just underneath what the local organic farmers do.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|12|9|0|p|t|So basically it is the same crap you can buy at the supermarket- no taste difference.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|12|9|0|cp|t|So basically it is the same crap you can buy at the supermarket- no taste difference.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|13|0|nan|nan|nan|On the meat and dairy side consider how stress affects us.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|14|0|nan|nan|nan|Disease, health issues and the list goes on.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|15|9|n|cf|a|Now think about animals who are on a crappy diet of corn, (a cows digestive system can not digest corn), are crowded, mistreated, and miserable.|quora.json|kamal
"Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|16|9|n|cf|a|""You don't think that """"stress"""" transfers into the milk", eggs, meat," etc.?""|quora.json|kamal"
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|17|9|n|cf|c|That is before they even add the hormones and antibiotics.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|18|0|nan|nan|nan|My advice is to get to know the small local farmers in your area.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|19|0|nan|nan|nan|Know where your food is coming from.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|20|9|n|p|p|It will cost a bit more and you will only be able to buy produce when it is in season, but that is the way we are supposed to eat.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|20|9|n|p|av|It will cost a bit more and you will only be able to buy produce when it is in season, but that is the way we are supposed to eat.|quora.json|kamal
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|21|9|n|gg|q|Not this overproduced genetically modified under nutritious stuff they keep pushing on us.|quora.json|kamal
"Katy-Cavallero|Katy Cavallero|448|1|9|0|p|t|""I'm not sure if organic taste better than non - organic"," but you can check this site for more information <URL>""""""|quora.json|kamal"
"Katy-Cavallero|Katy Cavallero|448|1|9|0|cp|t|""I'm not sure if organic taste better than non - organic"," but you can check this site for more information <URL>""""""|quora.json|kamal"
Matan-Shelomi|Matan Shelomi|449|1|0|nan|nan|nan|See my answer to this question: Are naturally-derived pesticides as harmful to one's health as synthetically-produced pesticides?|quora.json|kamal
"Matan-Shelomi|Matan Shelomi|449|2|9|0|p|s|""The summary is that """"organic"""" and """"synthetic"""" have nothing to do with safety.""|quora.json|kamal"
"Matan-Shelomi|Matan Shelomi|449|2|9|0|cp|s|""The summary is that """"organic"""" and """"synthetic"""" have nothing to do with safety.""|quora.json|kamal"
Matan-Shelomi|Matan Shelomi|449|3|0|nan|nan|nan|Each chemical must be evaluated separately.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|4|9|p|cp|s|Also remember that synthetically derived versions of organic chemicals, since they are identical, are equally safe.|quora.json|kamal
"Matan-Shelomi|Matan Shelomi|449|5|9|n|p|s|""Hence the lack of any meaning to the phrase """"no artificial flavors"," since the natural flavors aren't any safer or riskier.""|quora.json|kamal"
Matan-Shelomi|Matan Shelomi|449|6|0|nan|nan|nan|I give an example of Roundup, an herbicide that leaves no residue on plants (safe to eat) but can cause minor eye irritation.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|7|9|n|f|s|The organic alternative, Pharm Solutions Weed Pharm, is corrosive, can cause permanent eye damage, causes skin sensitization, and is FATAL if swallowed or absorbed through the skin… but also leaves no residue.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|8|9|p|p|s|Both are equally harmless to the consumer!|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|8|9|p|cp|s|Both are equally harmless to the consumer!|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|9|0|nan|nan|nan|Again, each compound must be studied independently.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|10|0|nan|nan|nan|Fortunately, someone else has done that work for you.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|11|9|0|cp|s|In the US at least, any non-organic products used are thoroughly tested for safety.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|12|9|p|cp|s|If they caused problems for the consumer they wouldn't be legally sold.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|13|9|0|cp|c|So don't fret over pesticides, organic or otherwise, from a health standpoint.|quora.json|kamal
Matan-Shelomi|Matan Shelomi|449|14|0|nan|nan|nan|Focus on food poisoning instead.|quora.json|kamal
Rahul-Shankar|Rahul Shankar|457|1|9|0|f|g|tl;dr: A rigid dichotomy between organic and conventional agriculture does not appear to be practical at this time.|quora.json|kamal
